Case ID,Activity,Complete Timestamp,Resource,Role,Amount
declaration 88473,Declaration REJECTED by EMPLOYEE,2017/02/15 10:04:24.000000,STAFF MEMBER,EMPLOYEE,31.516097973622692
declaration 88473,Declaration SUBMITTED by EMPLOYEE,2017/02/15 10:19:52.000000,STAFF MEMBER,EMPLOYEE,31.516097973622692
declaration 88473,Declaration APPROVED by PRE_APPROVER,2017/02/15 10:20:00.000000,STAFF MEMBER,PRE_APPROVER,31.516097973622692
declaration 88473,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/16 10:07:53.000000,STAFF MEMBER,SUPERVISOR,31.516097973622692
declaration 88473,Request Payment,2017/02/20 14:25:35.000000,SYSTEM,UNDEFINED,31.516097973622692
declaration 88473,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,31.516097973622692
declaration 88982,Declaration SUBMITTED by EMPLOYEE,2017/02/15 09:44:03.000000,STAFF MEMBER,EMPLOYEE,37.20654073542767
declaration 88982,Declaration APPROVED by PRE_APPROVER,2017/03/14 10:23:12.000000,STAFF MEMBER,PRE_APPROVER,37.20654073542767
declaration 88982,Declaration FINAL_APPROVED by SUPERVISOR,2017/03/21 05:15:02.000000,STAFF MEMBER,SUPERVISOR,37.20654073542767
declaration 88982,Request Payment,2017/03/21 10:11:58.000000,SYSTEM,UNDEFINED,37.20654073542767
declaration 88982,Payment Handled,2017/03/23 17:30:42.000000,SYSTEM,UNDEFINED,37.20654073542767
declaration 100197,Declaration SUBMITTED by EMPLOYEE,2017/02/15 09:52:59.000000,STAFF MEMBER,EMPLOYEE,9.759092651915456
declaration 100197,Declaration APPROVED by PRE_APPROVER,2017/03/14 10:09:11.000000,STAFF MEMBER,PRE_APPROVER,9.759092651915456
declaration 100197,Declaration FINAL_APPROVED by SUPERVISOR,2017/03/21 05:15:02.000000,STAFF MEMBER,SUPERVISOR,9.759092651915456
declaration 100197,Declaration REJECTED by MISSING,2018/01/08 13:54:03.000000,STAFF MEMBER,MISSING,9.759092651915456
declaration 100197,Declaration SUBMITTED by EMPLOYEE,2018/01/08 16:35:34.000000,STAFF MEMBER,EMPLOYEE,9.759092651915456
declaration 100197,Declaration APPROVED by ADMINISTRATION,2018/01/08 16:36:03.000000,STAFF MEMBER,ADMINISTRATION,9.759092651915456
declaration 100197,Declaration APPROVED by BUDGET OWNER,2018/01/16 10:19:31.000000,STAFF MEMBER,BUDGET OWNER,9.759092651915456
declaration 100197,Declaration FINAL_APPROVED by SUPERVISOR,2018/01/18 12:19:48.000000,STAFF MEMBER,SUPERVISOR,9.759092651915456
declaration 100197,Request Payment,2018/01/23 07:36:59.000000,SYSTEM,UNDEFINED,9.759092651915456
declaration 100197,Payment Handled,2018/01/25 17:31:07.000000,SYSTEM,UNDEFINED,9.759092651915456
declaration 88859,Declaration SUBMITTED by EMPLOYEE,2017/02/15 15:59:03.000000,STAFF MEMBER,EMPLOYEE,58.66546773016837
declaration 88859,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/15 16:00:55.000000,STAFF MEMBER,SUPERVISOR,58.66546773016837
declaration 88859,Request Payment,2017/02/21 15:09:41.000000,SYSTEM,UNDEFINED,58.66546773016837
declaration 88859,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,58.66546773016837
declaration 93485,Declaration SUBMITTED by EMPLOYEE,2017/02/17 09:04:02.000000,STAFF MEMBER,EMPLOYEE,15.395727858142683
declaration 93485,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/17 09:04:19.000000,STAFF MEMBER,SUPERVISOR,15.395727858142683
declaration 93485,Request Payment,2017/02/20 14:25:56.000000,SYSTEM,UNDEFINED,15.395727858142683
declaration 93485,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,15.395727858142683
declaration 95275,Declaration SUBMITTED by EMPLOYEE,2017/02/17 09:18:33.000000,STAFF MEMBER,EMPLOYEE,30.455198787362107
declaration 95275,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/17 09:18:35.000000,STAFF MEMBER,SUPERVISOR,30.455198787362107
declaration 95275,Request Payment,2017/02/20 14:25:11.000000,SYSTEM,UNDEFINED,30.455198787362107
declaration 95275,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,30.455198787362107
declaration 92498,Declaration SUBMITTED by EMPLOYEE,2017/02/17 09:38:42.000000,STAFF MEMBER,EMPLOYEE,16.2129978890831
declaration 92498,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/17 09:40:38.000000,STAFF MEMBER,SUPERVISOR,16.2129978890831
declaration 92498,Request Payment,2017/02/17 10:39:44.000000,SYSTEM,UNDEFINED,16.2129978890831
declaration 92498,Payment Handled,2017/02/20 17:31:51.000000,SYSTEM,UNDEFINED,16.2129978890831
declaration 94928,Declaration SUBMITTED by EMPLOYEE,2017/02/17 10:30:29.000000,STAFF MEMBER,EMPLOYEE,33.54441441329871
declaration 94928,Declaration APPROVED by PRE_APPROVER,2017/02/17 10:30:35.000000,STAFF MEMBER,PRE_APPROVER,33.54441441329871
declaration 94928,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/17 11:33:37.000000,STAFF MEMBER,SUPERVISOR,33.54441441329871
declaration 94928,Request Payment,2017/02/21 13:23:17.000000,SYSTEM,UNDEFINED,33.54441441329871
declaration 94928,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,33.54441441329871
declaration 91054,Declaration SUBMITTED by EMPLOYEE,2017/02/17 11:02:46.000000,STAFF MEMBER,EMPLOYEE,483.3815451658377
declaration 91054,Declaration FINAL_APPROVED by SUPERVISOR,2017/04/29 22:53:43.000000,STAFF MEMBER,SUPERVISOR,483.3815451658377
declaration 91054,Request Payment,2017/05/01 15:03:19.000000,SYSTEM,UNDEFINED,483.3815451658377
declaration 91054,Payment Handled,2017/05/04 17:31:05.000000,SYSTEM,UNDEFINED,483.3815451658377
declaration 95376,Declaration SUBMITTED by EMPLOYEE,2017/02/17 16:10:06.000000,STAFF MEMBER,EMPLOYEE,45.81167257674528
declaration 95376,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/17 16:11:21.000000,STAFF MEMBER,SUPERVISOR,45.81167257674528
declaration 95376,Request Payment,2017/02/21 15:09:36.000000,SYSTEM,UNDEFINED,45.81167257674528
declaration 95376,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,45.81167257674528
declaration 88098,Declaration SUBMITTED by EMPLOYEE,2017/02/18 21:05:11.000000,STAFF MEMBER,EMPLOYEE,217.6205252775123
declaration 88098,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/18 21:07:45.000000,STAFF MEMBER,SUPERVISOR,217.6205252775123
declaration 88098,Request Payment,2017/02/21 09:14:15.000000,SYSTEM,UNDEFINED,217.6205252775123
declaration 88098,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,217.6205252775123
declaration 88863,Declaration SUBMITTED by EMPLOYEE,2017/02/20 13:07:16.000000,STAFF MEMBER,EMPLOYEE,45.24867687338551
declaration 88863,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/20 13:07:53.000000,STAFF MEMBER,SUPERVISOR,45.24867687338551
declaration 88863,Request Payment,2017/02/20 15:44:58.000000,SYSTEM,UNDEFINED,45.24867687338551
declaration 88863,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,45.24867687338551
declaration 92838,Declaration SUBMITTED by EMPLOYEE,2017/02/20 13:12:58.000000,STAFF MEMBER,EMPLOYEE,70.43691579354373
declaration 92838,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/20 13:13:06.000000,STAFF MEMBER,SUPERVISOR,70.43691579354373
declaration 92838,Request Payment,2017/02/20 15:44:45.000000,SYSTEM,UNDEFINED,70.43691579354373
declaration 92838,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,70.43691579354373
declaration 88746,Declaration SUBMITTED by EMPLOYEE,2017/02/20 13:20:16.000000,STAFF MEMBER,EMPLOYEE,32.67524586876626
declaration 88746,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/20 13:35:15.000000,STAFF MEMBER,SUPERVISOR,32.67524586876626
declaration 88746,Request Payment,2017/02/21 13:23:17.000000,SYSTEM,UNDEFINED,32.67524586876626
declaration 88746,Payment Handled,2017/02/23 17:32:23.000000,SYSTEM,UNDEFINED,32.67524586876626
declaration 89433,Declaration SUBMITTED by EMPLOYEE,2017/02/21 12:36:12.000000,STAFF MEMBER,EMPLOYEE,15.78700568773124
declaration 89433,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/21 12:36:16.000000,STAFF MEMBER,SUPERVISOR,15.78700568773124
declaration 89433,Request Payment,2017/02/22 11:15:37.000000,SYSTEM,UNDEFINED,15.78700568773124
declaration 89433,Payment Handled,2017/02/27 17:30:45.000000,SYSTEM,UNDEFINED,15.78700568773124
declaration 89697,Declaration SUBMITTED by EMPLOYEE,2017/02/21 13:09:09.000000,STAFF MEMBER,EMPLOYEE,28.018099347805382
declaration 89697,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/21 13:09:21.000000,STAFF MEMBER,SUPERVISOR,28.018099347805382
declaration 89697,Request Payment,2017/02/22 11:15:13.000000,SYSTEM,UNDEFINED,28.018099347805382
declaration 89697,Payment Handled,2017/02/27 17:30:45.000000,SYSTEM,UNDEFINED,28.018099347805382
declaration 93489,Declaration SUBMITTED by EMPLOYEE,2017/02/21 15:18:00.000000,STAFF MEMBER,EMPLOYEE,19.007530721699805
declaration 93489,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/21 15:18:04.000000,STAFF MEMBER,SUPERVISOR,19.007530721699805
declaration 93489,Request Payment,2017/02/23 10:46:30.000000,SYSTEM,UNDEFINED,19.007530721699805
declaration 93489,Payment Handled,2017/02/27 17:30:45.000000,SYSTEM,UNDEFINED,19.007530721699805
declaration 88102,Declaration SUBMITTED by EMPLOYEE,2017/02/21 15:22:59.000000,STAFF MEMBER,EMPLOYEE,81.62057309906386
declaration 88102,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/21 15:29:16.000000,STAFF MEMBER,SUPERVISOR,81.62057309906386
declaration 88102,Declaration REJECTED by MISSING,2017/02/23 10:46:09.000000,STAFF MEMBER,MISSING,81.62057309906386
declaration 88102,Declaration SUBMITTED by EMPLOYEE,2017/02/23 10:56:13.000000,STAFF MEMBER,EMPLOYEE,81.62057309906386
declaration 88102,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/23 10:56:16.000000,STAFF MEMBER,SUPERVISOR,81.62057309906386
declaration 88102,Request Payment,2017/02/24 15:11:10.000000,SYSTEM,UNDEFINED,81.62057309906386
declaration 88102,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,81.62057309906386
declaration 88987,Declaration SUBMITTED by EMPLOYEE,2017/02/21 16:56:53.000000,STAFF MEMBER,EMPLOYEE,31.592417685264756
declaration 88987,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/21 16:57:07.000000,STAFF MEMBER,SUPERVISOR,31.592417685264756
declaration 88987,Request Payment,2017/02/22 11:15:05.000000,SYSTEM,UNDEFINED,31.592417685264756
declaration 88987,Payment Handled,2017/02/27 17:30:45.000000,SYSTEM,UNDEFINED,31.592417685264756
declaration 89501,Declaration SUBMITTED by EMPLOYEE,2017/02/21 17:06:04.000000,STAFF MEMBER,EMPLOYEE,8.38166183486616
declaration 89501,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/21 17:06:25.000000,STAFF MEMBER,SUPERVISOR,8.38166183486616
declaration 89501,Request Payment,2017/02/22 12:26:21.000000,SYSTEM,UNDEFINED,8.38166183486616
declaration 89501,Payment Handled,2017/02/27 17:30:45.000000,SYSTEM,UNDEFINED,8.38166183486616
declaration 94752,Declaration SUBMITTED by EMPLOYEE,2017/02/22 09:59:30.000000,STAFF MEMBER,EMPLOYEE,38.778290797870824
declaration 94752,Declaration APPROVED by PRE_APPROVER,2017/02/22 09:59:34.000000,STAFF MEMBER,PRE_APPROVER,38.778290797870824
declaration 94752,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/22 10:02:44.000000,STAFF MEMBER,SUPERVISOR,38.778290797870824
declaration 94752,Request Payment,2017/02/24 15:56:59.000000,SYSTEM,UNDEFINED,38.778290797870824
declaration 94752,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,38.778290797870824
declaration 89505,Declaration SUBMITTED by EMPLOYEE,2017/02/22 10:35:04.000000,STAFF MEMBER,EMPLOYEE,37.48460479783761
declaration 89505,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/22 10:35:08.000000,STAFF MEMBER,SUPERVISOR,37.48460479783761
declaration 89505,Request Payment,2017/02/23 14:15:36.000000,SYSTEM,UNDEFINED,37.48460479783761
declaration 89505,Payment Handled,2017/02/27 17:30:45.000000,SYSTEM,UNDEFINED,37.48460479783761
declaration 89509,Declaration SUBMITTED by EMPLOYEE,2017/02/22 15:24:12.000000,STAFF MEMBER,EMPLOYEE,22.981666143344974
declaration 89509,Declaration APPROVED by PRE_APPROVER,2017/02/22 15:31:02.000000,STAFF MEMBER,PRE_APPROVER,22.981666143344974
declaration 89509,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/23 08:39:45.000000,STAFF MEMBER,SUPERVISOR,22.981666143344974
declaration 89509,Request Payment,2017/02/24 15:56:59.000000,SYSTEM,UNDEFINED,22.981666143344974
declaration 89509,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,22.981666143344974
declaration 94757,Declaration SUBMITTED by EMPLOYEE,2017/02/22 17:22:54.000000,STAFF MEMBER,EMPLOYEE,19.517586585822187
declaration 94757,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/22 17:23:04.000000,STAFF MEMBER,SUPERVISOR,19.517586585822187
declaration 94757,Request Payment,2017/02/23 14:15:19.000000,SYSTEM,UNDEFINED,19.517586585822187
declaration 94757,Payment Handled,2017/02/27 17:30:45.000000,SYSTEM,UNDEFINED,19.517586585822187
declaration 89318,Declaration SUBMITTED by EMPLOYEE,2017/02/22 18:43:36.000000,STAFF MEMBER,EMPLOYEE,40.13186229998216
declaration 89318,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/22 18:44:27.000000,STAFF MEMBER,SUPERVISOR,40.13186229998216
declaration 89318,Request Payment,2017/02/24 13:11:52.000000,SYSTEM,UNDEFINED,40.13186229998216
declaration 89318,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,40.13186229998216
declaration 93817,Declaration SUBMITTED by EMPLOYEE,2017/02/23 10:07:40.000000,STAFF MEMBER,EMPLOYEE,121.68910279291846
declaration 93817,Declaration REJECTED by PRE_APPROVER,2017/02/23 10:07:56.000000,STAFF MEMBER,PRE_APPROVER,121.68910279291846
declaration 93817,Declaration REJECTED by EMPLOYEE,2017/02/27 09:55:24.000000,STAFF MEMBER,EMPLOYEE,121.68910279291846
declaration 93817,Declaration SUBMITTED by EMPLOYEE,2017/03/17 08:23:57.000000,STAFF MEMBER,EMPLOYEE,121.68910279291846
declaration 93817,Declaration APPROVED by PRE_APPROVER,2017/03/17 08:24:00.000000,STAFF MEMBER,PRE_APPROVER,121.68910279291846
declaration 93817,Declaration FINAL_APPROVED by SUPERVISOR,2017/03/17 08:27:10.000000,STAFF MEMBER,SUPERVISOR,121.68910279291846
declaration 93817,Request Payment,2017/03/21 14:16:50.000000,SYSTEM,UNDEFINED,121.68910279291846
declaration 93817,Payment Handled,2017/03/23 17:30:42.000000,SYSTEM,UNDEFINED,121.68910279291846
declaration 89091,Declaration SUBMITTED by EMPLOYEE,2017/02/23 10:51:49.000000,STAFF MEMBER,EMPLOYEE,45.29975920180351
declaration 89091,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/23 10:51:52.000000,STAFF MEMBER,SUPERVISOR,45.29975920180351
declaration 89091,Request Payment,2017/02/24 13:11:52.000000,SYSTEM,UNDEFINED,45.29975920180351
declaration 89091,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,45.29975920180351
declaration 92748,Declaration SUBMITTED by EMPLOYEE,2017/02/23 12:07:11.000000,STAFF MEMBER,EMPLOYEE,108.26522863503978
declaration 92748,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/23 15:16:06.000000,STAFF MEMBER,SUPERVISOR,108.26522863503978
declaration 92748,Request Payment,2017/02/24 09:55:52.000000,SYSTEM,UNDEFINED,108.26522863503978
declaration 92748,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,108.26522863503978
declaration 92752,Declaration SUBMITTED by EMPLOYEE,2017/02/23 16:46:14.000000,STAFF MEMBER,EMPLOYEE,121.52634634860237
declaration 92752,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/23 17:04:47.000000,STAFF MEMBER,SUPERVISOR,121.52634634860237
declaration 92752,Request Payment,2017/03/06 11:28:42.000000,SYSTEM,UNDEFINED,121.52634634860237
declaration 92752,Payment Handled,2017/03/09 17:31:16.000000,SYSTEM,UNDEFINED,121.52634634860237
declaration 89095,Declaration SUBMITTED by EMPLOYEE,2017/02/23 18:38:22.000000,STAFF MEMBER,EMPLOYEE,24.118022210438493
declaration 89095,Declaration APPROVED by PRE_APPROVER,2017/02/23 18:38:24.000000,STAFF MEMBER,PRE_APPROVER,24.118022210438493
declaration 89095,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 14:34:49.000000,STAFF MEMBER,SUPERVISOR,24.118022210438493
declaration 89095,Request Payment,2017/03/02 11:57:45.000000,SYSTEM,UNDEFINED,24.118022210438493
declaration 89095,Payment Handled,2017/03/06 17:31:04.000000,SYSTEM,UNDEFINED,24.118022210438493
declaration 88898,Declaration SUBMITTED by EMPLOYEE,2017/02/23 18:43:24.000000,STAFF MEMBER,EMPLOYEE,53.529473671908534
declaration 88898,Declaration APPROVED by PRE_APPROVER,2017/02/23 18:45:58.000000,STAFF MEMBER,PRE_APPROVER,53.529473671908534
declaration 88898,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 14:34:47.000000,STAFF MEMBER,SUPERVISOR,53.529473671908534
declaration 88898,Request Payment,2017/02/24 15:56:59.000000,SYSTEM,UNDEFINED,53.529473671908534
declaration 88898,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,53.529473671908534
declaration 88903,Declaration SUBMITTED by EMPLOYEE,2017/02/23 22:43:49.000000,STAFF MEMBER,EMPLOYEE,35.47465052348645
declaration 88903,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/23 22:47:25.000000,STAFF MEMBER,SUPERVISOR,35.47465052348645
declaration 88903,Request Payment,2017/03/02 11:57:20.000000,SYSTEM,UNDEFINED,35.47465052348645
declaration 88903,Payment Handled,2017/03/06 17:31:04.000000,SYSTEM,UNDEFINED,35.47465052348645
declaration 89267,Declaration SUBMITTED by EMPLOYEE,2017/02/24 09:52:04.000000,STAFF MEMBER,EMPLOYEE,33.972308445577
declaration 89267,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 09:52:19.000000,STAFF MEMBER,SUPERVISOR,33.972308445577
declaration 89267,Request Payment,2017/02/24 15:12:18.000000,SYSTEM,UNDEFINED,33.972308445577
declaration 89267,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,33.972308445577
declaration 89271,Declaration SUBMITTED by EMPLOYEE,2017/02/24 09:58:46.000000,STAFF MEMBER,EMPLOYEE,64.77998361999931
declaration 89271,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 10:00:05.000000,STAFF MEMBER,SUPERVISOR,64.77998361999931
declaration 89271,Request Payment,2017/02/24 15:12:54.000000,SYSTEM,UNDEFINED,64.77998361999931
declaration 89271,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,64.77998361999931
declaration 90883,Declaration SUBMITTED by EMPLOYEE,2017/02/24 10:17:35.000000,STAFF MEMBER,EMPLOYEE,16.34813897312318
declaration 90883,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 10:18:00.000000,STAFF MEMBER,SUPERVISOR,16.34813897312318
declaration 90883,Request Payment,2017/03/20 15:06:22.000000,SYSTEM,UNDEFINED,16.34813897312318
declaration 90883,Payment Handled,2017/03/23 17:30:42.000000,SYSTEM,UNDEFINED,16.34813897312318
declaration 88212,Declaration SUBMITTED by EMPLOYEE,2017/02/24 10:21:54.000000,STAFF MEMBER,EMPLOYEE,51.273708597522706
declaration 88212,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 10:22:08.000000,STAFF MEMBER,SUPERVISOR,51.273708597522706
declaration 88212,Request Payment,2017/03/20 15:06:03.000000,SYSTEM,UNDEFINED,51.273708597522706
declaration 88212,Payment Handled,2017/03/23 17:30:42.000000,SYSTEM,UNDEFINED,51.273708597522706
declaration 87917,Declaration SUBMITTED by EMPLOYEE,2017/02/24 10:24:35.000000,STAFF MEMBER,EMPLOYEE,0.0
declaration 87917,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 10:25:41.000000,STAFF MEMBER,SUPERVISOR,0.0
declaration 87917,Declaration REJECTED by MISSING,2017/02/24 15:14:42.000000,STAFF MEMBER,MISSING,0.0
declaration 89275,Declaration SUBMITTED by EMPLOYEE,2017/02/24 10:30:55.000000,STAFF MEMBER,EMPLOYEE,0.0
declaration 89275,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 10:31:33.000000,STAFF MEMBER,SUPERVISOR,0.0
declaration 89275,Declaration REJECTED by MISSING,2017/02/24 15:14:25.000000,STAFF MEMBER,MISSING,0.0
declaration 92502,Declaration SUBMITTED by EMPLOYEE,2017/02/24 10:59:04.000000,STAFF MEMBER,EMPLOYEE,38.80386950120714
declaration 92502,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 10:59:13.000000,STAFF MEMBER,SUPERVISOR,38.80386950120714
declaration 92502,Request Payment,2017/03/02 11:56:15.000000,SYSTEM,UNDEFINED,38.80386950120714
declaration 92502,Payment Handled,2017/03/06 17:31:04.000000,SYSTEM,UNDEFINED,38.80386950120714
declaration 89437,Declaration SUBMITTED by EMPLOYEE,2017/02/24 11:28:03.000000,STAFF MEMBER,EMPLOYEE,5.757260025955656
declaration 89437,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 11:28:07.000000,STAFF MEMBER,SUPERVISOR,5.757260025955656
declaration 89437,Request Payment,2017/02/24 15:15:18.000000,SYSTEM,UNDEFINED,5.757260025955656
declaration 89437,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,5.757260025955656
declaration 89441,Declaration SUBMITTED by EMPLOYEE,2017/02/24 11:37:56.000000,STAFF MEMBER,EMPLOYEE,30.098916519934132
declaration 89441,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 11:38:07.000000,STAFF MEMBER,SUPERVISOR,30.098916519934132
declaration 89441,Request Payment,2017/02/24 15:15:59.000000,SYSTEM,UNDEFINED,30.098916519934132
declaration 89441,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,30.098916519934132
declaration 95380,Declaration SUBMITTED by EMPLOYEE,2017/02/24 11:50:31.000000,STAFF MEMBER,EMPLOYEE,9.771110102581055
declaration 95380,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 11:53:24.000000,STAFF MEMBER,SUPERVISOR,9.771110102581055
declaration 95380,Request Payment,2017/02/24 15:16:41.000000,SYSTEM,UNDEFINED,9.771110102581055
declaration 95380,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,9.771110102581055
declaration 89417,Declaration SUBMITTED by EMPLOYEE,2017/02/24 12:00:12.000000,STAFF MEMBER,EMPLOYEE,87.50576990721359
declaration 89417,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 12:01:29.000000,STAFF MEMBER,SUPERVISOR,87.50576990721359
declaration 89417,Request Payment,2017/02/24 15:15:26.000000,SYSTEM,UNDEFINED,87.50576990721359
declaration 89417,Payment Handled,2017/04/03 17:31:06.000000,SYSTEM,UNDEFINED,87.50576990721359
declaration 92506,Declaration SUBMITTED by EMPLOYEE,2017/02/24 12:08:35.000000,STAFF MEMBER,EMPLOYEE,85.73797657575473
declaration 92506,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 12:08:37.000000,STAFF MEMBER,SUPERVISOR,85.73797657575473
declaration 92506,Request Payment,2017/02/24 15:15:26.000000,SYSTEM,UNDEFINED,85.73797657575473
declaration 92506,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,85.73797657575473
declaration 93493,Declaration SUBMITTED by EMPLOYEE,2017/02/24 12:27:51.000000,STAFF MEMBER,EMPLOYEE,9.939148463720732
declaration 93493,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 12:27:56.000000,STAFF MEMBER,SUPERVISOR,9.939148463720732
declaration 93493,Request Payment,2017/02/24 15:25:14.000000,SYSTEM,UNDEFINED,9.939148463720732
declaration 93493,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,9.939148463720732
declaration 89457,Declaration SUBMITTED by EMPLOYEE,2017/02/24 12:29:31.000000,STAFF MEMBER,EMPLOYEE,9.939148463720732
declaration 89457,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 12:29:33.000000,STAFF MEMBER,SUPERVISOR,9.939148463720732
declaration 89457,Request Payment,2017/02/24 15:25:43.000000,SYSTEM,UNDEFINED,9.939148463720732
declaration 89457,Payment Handled,2017/03/02 17:31:04.000000,SYSTEM,UNDEFINED,9.939148463720732
declaration 89532,Declaration SUBMITTED by EMPLOYEE,2017/02/24 12:49:15.000000,STAFF MEMBER,EMPLOYEE,66.75200740598822
declaration 89532,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 12:49:21.000000,STAFF MEMBER,SUPERVISOR,66.75200740598822
declaration 89532,Declaration REJECTED by MISSING,2017/02/28 10:27:55.000000,STAFF MEMBER,MISSING,66.75200740598822
declaration 89532,Declaration SUBMITTED by EMPLOYEE,2017/02/28 14:12:01.000000,STAFF MEMBER,EMPLOYEE,66.75200740598822
declaration 89532,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/28 14:12:03.000000,STAFF MEMBER,SUPERVISOR,66.75200740598822
declaration 89532,Request Payment,2017/03/06 14:12:44.000000,SYSTEM,UNDEFINED,66.75200740598822
declaration 89532,Payment Handled,2017/03/09 17:31:16.000000,SYSTEM,UNDEFINED,66.75200740598822
declaration 89539,Declaration SUBMITTED by EMPLOYEE,2017/02/24 13:08:03.000000,STAFF MEMBER,EMPLOYEE,45.59905656304621
declaration 89539,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 13:09:24.000000,STAFF MEMBER,SUPERVISOR,45.59905656304621
declaration 89539,Request Payment,2017/03/06 11:12:42.000000,SYSTEM,UNDEFINED,45.59905656304621
declaration 89539,Payment Handled,2017/03/09 17:31:16.000000,SYSTEM,UNDEFINED,45.59905656304621
declaration 94933,Declaration SUBMITTED by EMPLOYEE,2017/02/24 15:12:20.000000,STAFF MEMBER,EMPLOYEE,23.684833862569995
declaration 94933,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 15:15:08.000000,STAFF MEMBER,SUPERVISOR,23.684833862569995
declaration 94933,Request Payment,2017/03/06 14:11:45.000000,SYSTEM,UNDEFINED,23.684833862569995
declaration 94933,Payment Handled,2017/03/09 17:31:16.000000,SYSTEM,UNDEFINED,23.684833862569995
declaration 88482,Declaration SUBMITTED by EMPLOYEE,2017/02/24 17:05:00.000000,STAFF MEMBER,EMPLOYEE,40.563700153641236
declaration 88482,Declaration FINAL_APPROVED by SUPERVISOR,2017/02/24 17:05:03.000000,STAFF MEMBER,SUPERVISOR,40.563700153641236
